user_id,ux_score,ue_score,satisfaction_score
33601262575.0,-0.3463,0.8224,0.2381
33601263919.0,-0.2885,0.5484,0.1299
33601265927.0,-0.0558,0.4111,0.1776
33601267007.0,-0.1029,0.1384,0.0177
33601269363.0,1.4083,0.0983,0.7533
33601270243.0,-0.2418,0.4652,0.1117
33601270437.0,0.0968,1.9379,1.0173
33601270534.0,-0.1835,0.4584,0.1375
33601270786.0,-0.0558,-0.0244,-0.0401
33601271397.0,-0.2291,0.4477,0.1093
33601272761.0,-0.0566,0.1382,0.0408
33601273162.0,-0.0557,0.5423,0.2433
33601274467.0,0.6334,0.1129,0.3731
33601275704.0,-0.3348,0.1298,-0.1025
33601276703.0,0.9962,0.0898,0.543
33601276954.0,0.2704,0.1539,0.2122
33601277255.0,0.0093,0.0999,0.0546
33601277922.0,-0.2897,-0.0152,-0.1524
33601278242.0,0.4702,0.6971,0.5836
33601279047.0,0.3419,-0.0344,0.1538
33601280078.0,0.3244,1.6636,0.994
33601282028.0,-0.2456,0.2144,-0.0156
33601284498.0,-0.3439,-0.0983,-0.2211
33601291883.0,-0.1453,0.6234,0.239
33601291927.0,0.2298,0.831,0.5304
33601293747.0,0.3134,0.568,0.4407
33601298492.0,0.0136,0.2708,0.1422
33601300481.0,-0.2491,0.0525,-0.0983
33601300905.0,-0.3621,-0.0129,-0.1875
33601301311.0,-0.056,-0.008,-0.032
33601301821.0,-0.0566,0.1419,0.0427
33601303618.0,0.2583,0.0391,0.1487
33601303858.0,0.1158,-0.0119,0.0519
33601304615.0,-0.1014,0.5855,0.242
33601304766.0,-0.0351,-0.0372,-0.0362
33601305514.0,0.264,0.012,0.138
33601307442.0,-0.3934,-0.0974,-0.2454
33601309793.0,-0.3036,0.1075,-0.0981
33601312811.0,-0.0,0.6216,0.3108
33601312891.0,-0.0098,-0.0088,-0.0093
33601313822.0,0.0373,-0.0164,0.0105
33601317710.0,-0.0557,-0.077,-0.0663
33601319229.0,0.1562,0.0568,0.1065
33601328063.0,0.4276,0.1098,0.2687
33601330095.0,-0.346,0.7665,0.2102
33601330951.0,0.2722,0.5444,0.4083
33601333913.0,-0.3886,0.1382,-0.1252
33601337151.0,0.0582,0.5373,0.2977
33601340380.0,-0.353,0.2108,-0.0711
33601340665.0,0.3864,0.0339,0.2102
33601341116.0,-0.0557,-0.0766,-0.0661
33601343095.0,-0.0784,0.6924,0.307
33601343667.0,-0.2991,-0.0188,-0.159
33601346281.0,0.3383,-0.0724,0.133
33601351171.0,-0.3497,1.1766,0.4135
33601351282.0,-0.0558,0.0939,0.0191
33601353061.0,-0.129,0.4811,0.176
33601355962.0,-0.0555,-0.0008,-0.0281
33601357127.0,-0.0564,0.1173,0.0304
33601360181.0,-0.1907,-0.0018,-0.0962
33601360834.0,-0.1991,0.0142,-0.0925
33601362104.0,0.5548,-0.074,0.2404
33601362210.0,-0.3256,-0.0957,-0.2106
33601363187.0,0.2202,0.0234,0.1218
33601363518.0,-0.0947,0.5734,0.2393
33601364523.0,-0.1953,0.1956,0.0001
33601364772.0,-0.0095,0.1002,0.0454
33601371877.0,-0.2831,0.6449,0.1809
33601372292.0,-0.3486,0.0689,-0.1399
33601372449.0,-0.3247,-0.1286,-0.2266
33601380234.0,-0.1798,0.0372,-0.0713
33601382126.0,-0.3167,1.2634,0.4733
33601387862.0,0.0998,0.5708,0.3353
33601388519.0,-0.0557,1.0028,0.4735
33601390589.0,-0.1702,0.1181,-0.026
33601391067.0,-0.0558,0.0469,-0.0045
33601392786.0,-0.2989,0.1627,-0.0681
33601405938.0,-0.0557,0.077,0.0106
33601410728.0,-0.2212,0.1567,-0.0323
33601411182.0,-0.0558,0.287,0.1156
33601411727.0,-0.3078,0.0898,-0.109
33601420682.0,0.4546,-0.0424,0.2061
33601422923.0,-0.3087,0.0228,-0.143
33601424222.0,0.05,0.2016,0.1258
33601426355.0,-0.1024,1.0574,0.4775
33601428511.0,0.0953,0.0812,0.0883
33601430444.0,0.2463,0.0705,0.1584
33601434581.0,0.0917,0.1277,0.1097
33601435576.0,-0.3213,0.6752,0.1769
33601437007.0,-0.0556,0.1657,0.055
33601437651.0,-0.0558,0.0681,0.0062
33601440328.0,-0.3301,0.2742,-0.028
33601441500.0,-0.2709,-0.0975,-0.1842
33601442164.0,0.0162,0.1074,0.0618
33601442384.0,0.6006,-0.0073,0.2966
33601444267.0,0.1663,0.5873,0.3768
33601445219.0,-0.18,-0.1678,-0.1739
33601446659.0,0.0945,0.0326,0.0636
33601446891.0,-0.0558,0.0848,0.0145
33601452051.0,-0.3347,0.1904,-0.0722
33601452176.0,-0.0556,0.144,0.0442
33601452818.0,-0.0558,0.0708,0.0075
33601454787.0,-0.0567,-0.0742,-0.0655
33601454898.0,-0.0567,0.0041,-0.0263
33601455942.0,0.0424,2.0325,1.0375
33601461301.0,-0.2719,0.9181,0.3231
33601472860.0,-0.3032,0.0945,-0.1043
33601473101.0,0.4568,0.1529,0.3048
33601473815.0,-0.2561,0.293,0.0185
33601473844.0,-0.2584,0.1178,-0.0703
33601475725.0,0.3324,0.0073,0.1699
33601478390.0,0.0064,-0.025,-0.0093
33601480020.0,-0.3441,0.079,-0.1325
33601480690.0,-0.0555,0.1924,0.0685
33601481713.0,-0.3485,-0.0403,-0.1944
33601490353.0,-0.0553,0.1997,0.0722
33601490499.0,-0.1637,-0.0352,-0.0995
33601492395.0,-0.0488,1.388,0.6696
33601492822.0,-0.0554,0.1033,0.024
33601492826.0,-0.0558,0.0137,-0.0211
33601492922.0,-0.3349,1.2828,0.474
33601493120.0,-0.3528,0.2252,-0.0638
33601495885.0,-0.0559,0.5661,0.2551
33601515588.0,0.2523,0.5612,0.4067
33601546226.0,-0.3599,0.7301,0.1851
33601591826.0,-0.1944,0.6967,0.2511
33601592050.0,-0.0553,-0.0512,-0.0532
33601599283.0,-0.1951,-0.1132,-0.1542
33601630499.0,0.213,0.1553,0.1842
33601634400.0,-0.2226,0.1807,-0.0209
33601635229.0,-0.1957,0.1459,-0.0249
33601637227.0,-0.3035,-0.0389,-0.1712
33601638892.0,0.2228,0.6603,0.4416
33601640509.0,-0.2809,0.134,-0.0734
33601640633.0,-0.0558,0.073,0.0086
33601643040.0,-0.2782,0.5616,0.1417
33601645914.0,-0.3078,0.0756,-0.1161
33601649904.0,-0.3486,-0.0069,-0.1777
33601712373.0,0.0388,0.0232,0.031
33601712551.0,0.9316,0.1732,0.5524
33601713789.0,0.1167,0.8457,0.4812
33601714799.0,-0.3257,0.0448,-0.1404
33601717042.0,-0.0559,-0.0547,-0.0553
33601718622.0,-0.2047,0.7355,0.2654
33601719194.0,0.0529,0.6023,0.3276
33601720129.0,-0.2988,-0.0333,-0.1661
33601722690.0,0.6313,0.6691,0.6502
33601723199.0,-0.0827,-0.0026,-0.0427
33601726215.0,0.0488,0.5219,0.2854
33601728581.0,-0.1982,0.1109,-0.0436
33601728908.0,-0.1425,0.3875,0.1225
33601730392.0,-0.0477,0.0607,0.0065
33601732748.0,-0.3412,-0.0571,-0.1992
33601736678.0,-0.1479,0.149,0.0005
33601744371.0,-0.2544,0.5511,0.1484
33601744789.0,-0.0559,0.05,-0.003
33601746755.0,-0.301,0.1537,-0.0737
33601750273.0,0.0346,-0.0898,-0.0276
33601751417.0,-0.0272,0.5846,0.2787
33601754045.0,-0.0558,0.0214,-0.0172
33601756502.0,-0.2046,0.6579,0.2267
33601759499.0,-0.0556,0.1643,0.0543
33601761539.0,0.093,-0.0577,0.0176
33601763446.0,-0.1217,-0.0344,-0.0781
33601768566.0,0.4985,1.1191,0.8088
33601769835.0,0.1802,0.0297,0.1049
33601772244.0,-0.0761,1.2354,0.5796
33601772284.0,-0.2609,1.6771,0.7081
33601772883.0,-0.119,0.1799,0.0304
33601776381.0,-0.2581,0.0942,-0.0819
33601776518.0,-0.1803,0.288,0.0539
33601776753.0,-0.3261,0.7673,0.2206
33601777397.0,-0.3238,-0.0255,-0.1746
33601782461.0,0.7438,0.0683,0.406
33601786477.0,-0.4209,-0.0335,-0.2272
33601789532.0,-0.0558,0.639,0.2916
33601790898.0,-0.0556,0.0125,-0.0216
33601792898.0,-0.0558,-0.0019,-0.0289
33601795871.0,0.5793,-0.1238,0.2277
33601796381.0,-0.1079,0.4159,0.154
33601797511.0,0.0327,0.0384,0.0356
33601798337.0,-0.0329,0.0803,0.0237
33601807177.0,-0.1628,0.1226,-0.0201
33601811291.0,-0.3484,0.606,0.1288
33601813096.0,-0.3934,0.0598,-0.1668
33601814229.0,-0.2496,0.051,-0.0993
33601814847.0,-0.0561,0.0711,0.0075
33601817275.0,0.5017,-0.0066,0.2475
33601820084.0,0.2291,0.0618,0.1455
33601824800.0,-0.3889,-0.0753,-0.2321
33601826191.0,-0.3212,-0.0336,-0.1774
33601827854.0,0.3028,-0.1052,0.0988
33601828791.0,-0.056,0.7574,0.3507
33601828851.0,0.4483,0.0927,0.2705
33601830371.0,-0.1953,-0.0091,-0.1022
33601834757.0,-0.3433,-0.0165,-0.1799
33601835747.0,0.1543,-0.0666,0.0439
33601836991.0,-0.1887,0.6202,0.2157
33601839036.0,-0.0936,-0.0746,-0.0841
33601840408.0,-0.0561,-0.0395,-0.0478
33601845118.0,-0.056,-0.0085,-0.0323
33601846689.0,-0.0722,0.3713,0.1495
33601858995.0,-0.3082,0.1742,-0.067
33601860268.0,0.1351,-0.0281,0.0535
33601860726.0,-0.3797,0.0611,-0.1593
33601865477.0,-0.1404,0.7448,0.3022
33601866208.0,-0.2767,0.9096,0.3164
33601869193.0,-0.3661,0.1879,-0.0891
33601869352.0,0.7692,0.117,0.4431
33601869481.0,-0.0554,0.0098,-0.0228
33601880115.0,-0.3484,-0.0882,-0.2183
33601904884.0,1.0318,0.0532,0.5425
33601907690.0,-0.2671,0.0056,-0.1307
33601909453.0,-0.1844,-0.0387,-0.1115
33601909718.0,-0.0557,0.4208,0.1826
33601911675.0,-0.1295,0.7018,0.2861
33601912417.0,-0.3078,0.0584,-0.1247
33601914036.0,-0.371,0.0092,-0.1809
33601914572.0,-0.0557,0.6711,0.3077
33601914719.0,-0.1752,0.6901,0.2574
33601915809.0,-0.3439,0.1697,-0.0871
33601918631.0,-0.2137,0.6169,0.2016
33601919660.0,-0.0566,-0.0268,-0.0417
33601921376.0,-0.0555,0.1156,0.03
33601921901.0,0.6144,0.024,0.3192
33601925166.0,-0.3482,-0.0295,-0.1889
33601926151.0,-0.0798,0.0648,-0.0075
33601926912.0,-0.2832,0.5801,0.1484
33601929332.0,-0.3125,0.0239,-0.1443
33601931467.0,-0.0557,0.2344,0.0894
33601932873.0,-0.0558,1.5241,0.7341
33601936962.0,-0.3487,0.1734,-0.0877
33601941280.0,-0.0557,0.0919,0.0181
33601941304.0,-0.3484,0.1274,-0.1105
33601941584.0,0.0223,0.1221,0.0722
33601948360.0,-0.0556,-0.1209,-0.0883
33601949161.0,-0.2733,0.9921,0.3594
33601949255.0,0.1605,0.4321,0.2963
33601950712.0,-0.3036,0.0664,-0.1186
33601950897.0,-0.0554,-0.0419,-0.0486
33601951484.0,-0.3978,0.1394,-0.1292
33601953415.0,-0.2536,0.0856,-0.084
33601953556.0,-0.2134,0.0255,-0.0939
33601956960.0,-0.0557,-0.0191,-0.0374
33601958463.0,-0.1426,-0.0521,-0.0974
33601959641.0,-0.1346,0.1354,0.0004
33601960082.0,-0.1777,0.4572,0.1398
33601962666.0,-0.0555,0.2042,0.0744
33601962697.0,-0.124,0.0237,-0.0501
33601964267.0,0.2251,0.1145,0.1698
33601964482.0,-0.1369,0.2325,0.0478
33601964525.0,0.0765,0.5917,0.3341
33601966123.0,-0.3843,0.1067,-0.1388
33601973059.0,-0.1324,0.6475,0.2575
33601974265.0,-0.1319,-0.0289,-0.0804
33601977723.0,0.1852,0.0461,0.1157
33601983313.0,-0.0562,-0.0516,-0.0539
33601984328.0,-0.3078,0.035,-0.1364
33601991490.0,-0.2491,0.0897,-0.0797
33601995311.0,-0.2471,0.7469,0.2499
33601996198.0,0.0762,0.1647,0.1205
33601998451.0,0.1849,0.076,0.1304
33601999009.0,-0.2449,0.6744,0.2148
33601999297.0,-0.0343,0.1777,0.0717
33602009419.0,0.3113,-0.1168,0.0972
33602030025.0,-0.0929,0.1344,0.0207
33602030494.0,-0.1683,-0.0199,-0.0941
33602033337.0,0.3138,0.7168,0.5153
33602040916.0,-0.3574,0.173,-0.0922
33602044440.0,-0.1045,0.01,-0.0473
33602044871.0,-0.211,0.4315,0.1102
33602054186.0,-0.3079,-0.0607,-0.1843
33602062597.0,-0.059,0.1405,0.0408
33602063065.0,-0.0553,0.1355,0.0401
33602067159.0,-0.0557,0.071,0.0076
33602067606.0,-0.1774,0.0875,-0.045
33602071541.0,0.0963,1.9935,1.0449
33602071841.0,-0.2989,0.0759,-0.1115
33602072101.0,-0.0554,0.0068,-0.0243
33602074737.0,-0.3461,0.6831,0.1685
33602076266.0,-0.1468,-0.1412,-0.144
33602077356.0,-0.1923,0.4534,0.1305
33602078457.0,-0.4069,0.0937,-0.1566
33602079739.0,-0.1904,0.6495,0.2295
33602083443.0,0.1504,0.0539,0.1022
33602092648.0,-0.3258,0.6913,0.1828
33602093068.0,-0.008,0.6066,0.2993
33602101060.0,1.0827,0.015,0.5489
33602108912.0,-0.3439,0.1479,-0.098
33602110305.0,-0.2064,-0.0257,-0.1161
33602114198.0,-0.3123,0.0951,-0.1086
33602120097.0,-0.0555,0.2665,0.1055
33602131713.0,-0.0559,0.7287,0.3364
33602133096.0,-0.063,0.133,0.035
33602136504.0,-0.19,1.3705,0.5903
33602138148.0,-0.3034,0.1847,-0.0593
33602141948.0,0.1408,-0.032,0.0544
33602147707.0,-0.0554,0.1687,0.0567
33602148432.0,-0.056,-0.021,-0.0385
33602149825.0,-0.181,-0.0582,-0.1196
33602150518.0,-0.0561,0.5411,0.2425
33602154214.0,-0.2715,0.151,-0.0603
33602157679.0,0.3349,1.0753,0.7051
33602160260.0,-0.0557,0.0756,0.0099
33602165721.0,1.8757,0.0414,0.9586
33602172456.0,-0.1504,0.1209,-0.0148
33602173494.0,0.1461,0.5751,0.3606
33602180770.0,-0.0553,0.0163,-0.0195
33602183649.0,-0.2208,0.7575,0.2684
33602187527.0,-0.0693,0.9491,0.4399
33602187656.0,-0.0555,0.0635,0.004
33602194307.0,-0.2675,0.032,-0.1178
33602196121.0,0.3653,0.1606,0.2629
33602199184.0,-0.3216,0.0749,-0.1234
33602199434.0,-0.1292,0.1687,0.0197
33602222701.0,-0.2493,0.0152,-0.1171
33602223444.0,-0.332,1.1226,0.3953
33602231230.0,-0.042,0.5418,0.2499
33602231441.0,-0.0196,1.2387,0.6096
33602232273.0,0.0116,0.484,0.2478
33602232326.0,-0.3689,0.679,0.155
33602235492.0,-0.0557,0.0025,-0.0266
33602238395.0,-0.0562,-0.0145,-0.0353
33602239758.0,-0.1572,0.8363,0.3395
33602247296.0,0.0454,0.0975,0.0714
33602247890.0,0.0244,0.5416,0.283
33602249428.0,-0.0933,0.654,0.2803
33602251060.0,-0.0555,0.1838,0.0641
33602254467.0,-0.1607,0.0455,-0.0576
33602257509.0,0.461,0.1296,0.2953
33602265323.0,-0.1311,0.868,0.3685
33602265538.0,0.4792,0.5006,0.4899
33602266519.0,-0.3486,0.2281,-0.0603
33602270344.0,-0.2107,-0.0062,-0.1084
33602271877.0,-0.0475,1.1188,0.5356
33602276143.0,0.3002,0.0391,0.1696
33602280268.0,0.3273,-0.0212,0.1531
33602283171.0,0.6222,-0.0601,0.2811
33602284276.0,-0.3396,-0.0377,-0.1886
33602285725.0,-0.1235,0.1305,0.0035
33602291834.0,-0.1578,0.5881,0.2151
33602294882.0,-0.3486,0.0857,-0.1314
33602295816.0,-0.0376,-0.0101,-0.0239
33602298098.0,-0.2631,-0.0205,-0.1418
33602299978.0,0.593,0.2097,0.4014
33602301030.0,-0.0558,-0.048,-0.0519
33602310794.0,0.0066,0.1245,0.0656
33602311339.0,-0.0609,1.1673,0.5532
33602320856.0,-0.3484,-0.0079,-0.1781
33602321846.0,-0.3484,-0.0453,-0.1969
33602326502.0,0.665,0.4761,0.5706
33602329448.0,-0.2898,0.0926,-0.0986
33602333075.0,0.2031,0.1973,0.2002
33602341517.0,-0.3604,0.9576,0.2986
33602342160.0,0.0668,0.4607,0.2637
33602345442.0,-0.341,1.1962,0.4276
33602347004.0,0.0805,0.0713,0.0759
33602350256.0,-0.0561,0.2614,0.1026
33602352871.0,-0.0557,0.1141,0.0292
33602355878.0,-0.3079,0.5222,0.1071
33602356219.0,-0.2404,0.1255,-0.0575
33602356719.0,0.4149,-0.0638,0.1756
33602361672.0,-0.1379,0.578,0.22
33602361709.0,-0.3844,0.0356,-0.1744
33602364241.0,-0.195,0.3248,0.0649
33602367464.0,0.2711,-0.0777,0.0967
33602371606.0,-0.0559,0.2125,0.0783
33602371614.0,-0.2447,0.6267,0.191
33602374931.0,1.6429,0.1654,0.9041
33602379934.0,-0.0561,0.2018,0.0729
33602384332.0,-0.2067,0.0253,-0.0907
33602387152.0,-0.2946,0.0401,-0.1273
33602389144.0,0.4991,0.0522,0.2756
33602390278.0,-0.0721,0.4744,0.2012
33602391686.0,-0.2496,0.0628,-0.0934
33602392763.0,-0.1187,0.1683,0.0248
33602397134.0,-0.3032,0.0818,-0.1107
33602397358.0,-0.0654,0.4798,0.2072
33602500283.0,0.2599,-0.0707,0.0946
33602500592.0,-0.0567,0.1225,0.0329
33602500672.0,-0.0557,0.0671,0.0057
33602500925.0,-0.0601,1.2274,0.5836
33602501798.0,0.0914,0.0174,0.0544
33602505608.0,-0.295,-0.0117,-0.1534
33602511716.0,0.1605,0.5828,0.3717
33602514992.0,-0.1646,0.3606,0.098
33602517288.0,1.7962,0.0444,0.9203
33602517601.0,0.4853,-0.0847,0.2003
33602523742.0,-0.139,0.5603,0.2107
33602526217.0,-0.2584,0.6068,0.1742
33602534274.0,0.795,-0.092,0.3515
33602601941.0,0.0719,-0.0035,0.0342
33602603028.0,0.2327,-0.0059,0.1134
33602603382.0,-0.0557,0.0631,0.0037
33602606680.0,0.7837,0.46,0.6219
33602606751.0,-0.353,0.1588,-0.0971
33602609118.0,-0.2172,0.0693,-0.0739
33602609552.0,-0.1665,-0.0244,-0.0955
33602609930.0,-0.0556,0.058,0.0012
33602610021.0,-0.1997,0.1779,-0.0109
33602610036.0,-0.0389,-0.0366,-0.0377
33602610552.0,0.3257,0.0055,0.1656
33602611944.0,-0.191,0.1316,-0.0297
33602612437.0,-0.0556,0.0526,-0.0015
33602617733.0,-0.3031,0.0385,-0.1323
33602618826.0,-0.0779,0.1202,0.0212
33602621998.0,-0.0713,0.0934,0.011
33602623028.0,-0.1233,-0.0974,-0.1103
33602623273.0,-0.0553,0.1679,0.0563
33602625396.0,0.6822,0.3586,0.5204
33602629196.0,-0.3479,0.1675,-0.0902
33602629615.0,-0.2151,1.0945,0.4397
33602633466.0,-0.2646,0.0571,-0.1038
33602638208.0,-0.1144,0.1011,-0.0067
33602640881.0,-0.0558,0.072,0.0081
33602641627.0,-0.1909,-0.1521,-0.1715
33602644734.0,-0.2671,-0.0198,-0.1435
33602645021.0,-0.3441,0.0877,-0.1282
33602646120.0,-0.3529,0.6501,0.1486
33602652501.0,0.2852,0.0094,0.1473
33602652588.0,-0.3797,0.0743,-0.1527
33602660271.0,0.0244,0.5397,0.282
33602662604.0,-0.2045,0.2371,0.0163
33602663320.0,0.049,-0.0163,0.0163
33602664753.0,0.0622,0.0406,0.0514
33602667182.0,-0.2716,0.0882,-0.0917
33602669373.0,-0.1984,-0.0047,-0.1015
33602669597.0,0.1479,0.6371,0.3925
33602670470.0,-0.4162,-0.0589,-0.2375
33602670657.0,-0.2404,0.1217,-0.0594
33602670859.0,-0.0587,1.3349,0.6381
33602671269.0,-0.2364,-0.036,-0.1362
33602671343.0,-0.3756,0.6801,0.1523
33602673873.0,-0.1908,0.588,0.1986
33602674980.0,-0.0566,0.003,-0.0268
33602679954.0,0.1177,0.1092,0.1134
33602680779.0,-0.0556,0.054,-0.0008
33602682883.0,-0.3032,0.1334,-0.0849
33602684883.0,-0.3578,-0.012,-0.1849
33602685655.0,-0.2039,0.067,-0.0684
33602685779.0,-0.2944,0.0871,-0.1036
33602687441.0,0.2613,0.1588,0.21
33602689205.0,-0.0556,0.1322,0.0383
33602689861.0,-0.0555,0.702,0.3232
33602692219.0,-0.2676,-0.0348,-0.1512
33602696721.0,-0.0555,0.186,0.0653
33602698306.0,-0.3485,0.079,-0.1347
33602710089.0,-0.3169,0.0705,-0.1232
33602710784.0,-0.3027,-0.0199,-0.1613
33602711821.0,0.209,0.1306,0.1698
33602714469.0,-0.3665,0.7065,0.17
33602714618.0,0.0455,0.5592,0.3023
33602715471.0,0.1286,0.1831,0.1558
33602717212.0,-0.2314,0.0701,-0.0806
33602718097.0,0.1147,-0.0428,0.0359
33602721470.0,0.0768,0.7032,0.39
33602722180.0,-0.1686,0.1135,-0.0276
33602725763.0,-0.2011,0.5797,0.1893
33602726085.0,-0.3845,-0.1221,-0.2533
33602726117.0,0.3891,-0.0844,0.1524
33602726528.0,0.1317,0.1738,0.1528
33602726541.0,0.8684,0.0101,0.4393
33602726932.0,-0.2771,-0.035,-0.156
33602727465.0,-0.0566,0.0752,0.0093
33602727669.0,0.1854,-0.0066,0.0894
33602728398.0,-0.2538,0.1156,-0.0691
33602730981.0,0.3475,0.1429,0.2452
33602733361.0,0.1245,0.0014,0.063
33602733650.0,-0.3262,0.0954,-0.1154
33602736771.0,0.479,0.0396,0.2593
33602736975.0,-0.407,0.0613,-0.1728
33602739355.0,-0.056,0.1218,0.0329
33603000709.0,-0.2003,-0.0641,-0.1322
33603001280.0,-0.0561,0.034,-0.011
33603001780.0,-0.3483,0.1708,-0.0887
33603006821.0,-0.0816,0.4941,0.2062
33603007878.0,-0.0566,0.232,0.0877
